		x-cp20936、简体中文(GB2312-80)  编码字符对照表
八进制	十进制	16进制	字符	说明
161641	58273	E3A1	恪	
161642	58274	E3A2	恽	
161643	58275	E3A3	悖	
161644	58276	E3A4	悚	
161645	58277	E3A5	悭	
161646	58278	E3A6	悝	
161647	58279	E3A7	悃	
161650	58280	E3A8	悒	
161651	58281	E3A9	悌	
161652	58282	E3AA	悛	
161653	58283	E3AB	惬	
161654	58284	E3AC	悻	
161655	58285	E3AD	悱	
161656	58286	E3AE	惝	
161657	58287	E3AF	惘	
161660	58288	E3B0	惆	
161661	58289	E3B1	惚	
161662	58290	E3B2	悴	
161663	58291	E3B3	愠	
161664	58292	E3B4	愦	
161665	58293	E3B5	愕	
161666	58294	E3B6	愣	
161667	58295	E3B7	惴	
161670	58296	E3B8	愀	
161671	58297	E3B9	愎	
161672	58298	E3BA	愫	
161673	58299	E3BB	慊	
161674	58300	E3BC	慵	
161675	58301	E3BD	憬	
161676	58302	E3BE	憔	
161677	58303	E3BF	憧	
161700	58304	E3C0	憷	
161701	58305	E3C1	懔	
161702	58306	E3C2	懵	
161703	58307	E3C3	忝	
161704	58308	E3C4	隳	
161705	58309	E3C5	闩	
161706	58310	E3C6	闫	
161707	58311	E3C7	闱	
161710	58312	E3C8	闳	
161711	58313	E3C9	闵	
161712	58314	E3CA	闶	
161713	58315	E3CB	闼	
161714	58316	E3CC	闾	
161715	58317	E3CD	阃	
161716	58318	E3CE	阄	
161717	58319	E3CF	阆	
161720	58320	E3D0	阈	
161721	58321	E3D1	阊	
161722	58322	E3D2	阋	
161723	58323	E3D3	阌	
161724	58324	E3D4	阍	
161725	58325	E3D5	阏	
161726	58326	E3D6	阒	
161727	58327	E3D7	阕	
161730	58328	E3D8	阖	
161731	58329	E3D9	阗	
161732	58330	E3DA	阙	
161733	58331	E3DB	阚	
161734	58332	E3DC	丬	
161735	58333	E3DD	爿	
161736	58334	E3DE	戕	
161737	58335	E3DF	氵	
161740	58336	E3E0	汔	
161741	58337	E3E1	汜	
161742	58338	E3E2	汊	
161743	58339	E3E3	沣	
161744	58340	E3E4	沅	
161745	58341	E3E5	沐	
161746	58342	E3E6	沔	
161747	58343	E3E7	沌	
161750	58344	E3E8	汨	
161751	58345	E3E9	汩	
161752	58346	E3EA	汴	
161753	58347	E3EB	汶	
161754	58348	E3EC	沆	
161755	58349	E3ED	沩	
161756	58350	E3EE	泐	
161757	58351	E3EF	泔	
161760	58352	E3F0	沭	
161761	58353	E3F1	泷	
161762	58354	E3F2	泸	
161763	58355	E3F3	泱	
161764	58356	E3F4	泗	
161765	58357	E3F5	沲	
161766	58358	E3F6	泠	
161767	58359	E3F7	泖	
161770	58360	E3F8	泺	
161771	58361	E3F9	泫	
161772	58362	E3FA	泮	
161773	58363	E3FB	沱	
161774	58364	E3FC	泓	
161775	58365	E3FD	泯	
161776	58366	E3FE	泾	
162241	58529	E4A1	洹	
162242	58530	E4A2	洧	
162243	58531	E4A3	洌	
162244	58532	E4A4	浃	
162245	58533	E4A5	浈	
162246	58534	E4A6	洇	
162247	58535	E4A7	洄	
162250	58536	E4A8	洙	
162251	58537	E4A9	洎	
162252	58538	E4AA	洫	
162253	58539	E4AB	浍	
162254	58540	E4AC	洮	
162255	58541	E4AD	洵	
162256	58542	E4AE	洚	
162257	58543	E4AF	浏	
162260	58544	E4B0	浒	
162261	58545	E4B1	浔	
162262	58546	E4B2	洳	
162263	58547	E4B3	涑	
162264	58548	E4B4	浯	
162265	58549	E4B5	涞	
162266	58550	E4B6	涠	
162267	58551	E4B7	浞	
162270	58552	E4B8	涓	
162271	58553	E4B9	涔	
162272	58554	E4BA	浜	
162273	58555	E4BB	浠	
162274	58556	E4BC	浼	
162275	58557	E4BD	浣	
162276	58558	E4BE	渚	
162277	58559	E4BF	淇	
162300	58560	E4C0	淅	
162301	58561	E4C1	淞	
162302	58562	E4C2	渎	
162303	58563	E4C3	涿	
162304	58564	E4C4	淠	
162305	58565	E4C5	渑	
162306	58566	E4C6	淦	
162307	58567	E4C7	淝	
162310	58568	E4C8	淙	
162311	58569	E4C9	渖	
162312	58570	E4CA	涫	
162313	58571	E4CB	渌	
162314	58572	E4CC	涮	
162315	58573	E4CD	渫	
162316	58574	E4CE	湮	
162317	58575	E4CF	湎	
162320	58576	E4D0	湫	
162321	58577	E4D1	溲	
162322	58578	E4D2	湟	
162323	58579	E4D3	溆	
162324	58580	E4D4	湓	
162325	58581	E4D5	湔	
162326	58582	E4D6	渲	
162327	58583	E4D7	渥	
162330	58584	E4D8	湄	
162331	58585	E4D9	滟	
162332	58586	E4DA	溱	
162333	58587	E4DB	溘	
162334	58588	E4DC	滠	
162335	58589	E4DD	漭	
162336	58590	E4DE	滢	
162337	58591	E4DF	溥	
162340	58592	E4E0	溧	
162341	58593	E4E1	溽	
162342	58594	E4E2	溻	
162343	58595	E4E3	溷	
162344	58596	E4E4	滗	
162345	58597	E4E5	溴	
162346	58598	E4E6	滏	
162347	58599	E4E7	溏	
162350	58600	E4E8	滂	
162351	58601	E4E9	溟	
162352	58602	E4EA	潢	
162353	58603	E4EB	潆	
162354	58604	E4EC	潇	
162355	58605	E4ED	漤	
162356	58606	E4EE	漕	
162357	58607	E4EF	滹	
162360	58608	E4F0	漯	
162361	58609	E4F1	漶	
162362	58610	E4F2	潋	
162363	58611	E4F3	潴	
162364	58612	E4F4	漪	
162365	58613	E4F5	漉	
162366	58614	E4F6	漩	
162367	58615	E4F7	澉	
162370	58616	E4F8	澍	
162371	58617	E4F9	澌	
162372	58618	E4FA	潸	
162373	58619	E4FB	潲	
162374	58620	E4FC	潼	
162375	58621	E4FD	潺	
162376	58622	E4FE	濑	
162641	58785	E5A1	濉	
162642	58786	E5A2	澧	
162643	58787	E5A3	澹	
162644	58788	E5A4	澶	
162645	58789	E5A5	濂	
162646	58790	E5A6	濡	
162647	58791	E5A7	濮	
162650	58792	E5A8	濞	
162651	58793	E5A9	濠	
162652	58794	E5AA	濯	
162653	58795	E5AB	瀚	
162654	58796	E5AC	瀣	
162655	58797	E5AD	瀛	
162656	58798	E5AE	瀹	
162657	58799	E5AF	瀵	
162660	58800	E5B0	灏	
162661	58801	E5B1	灞	
162662	58802	E5B2	宀	
162663	58803	E5B3	宄	
162664	58804	E5B4	宕	
162665	58805	E5B5	宓	
162666	58806	E5B6	宥	
162667	58807	E5B7	宸	
162670	58808	E5B8	甯	
162671	58809	E5B9	骞	
162672	58810	E5BA	搴	
162673	58811	E5BB	寤	
162674	58812	E5BC	寮	
162675	58813	E5BD	褰	
162676	58814	E5BE	寰	
162677	58815	E5BF	蹇	
162700	58816	E5C0	謇	
162701	58817	E5C1	辶	
162702	58818	E5C2	迓	
162703	58819	E5C3	迕	
162704	58820	E5C4	迥	
162705	58821	E5C5	迮	
162706	58822	E5C6	迤	
162707	58823	E5C7	迩	
162710	58824	E5C8	迦	
162711	58825	E5C9	迳	
162712	58826	E5CA	迨	
162713	58827	E5CB	逅	
162714	58828	E5CC	逄	
162715	58829	E5CD	逋	
162716	58830	E5CE	逦	
162717	58831	E5CF	逑	
162720	58832	E5D0	逍	
162721	58833	E5D1	逖	
162722	58834	E5D2	逡	
162723	58835	E5D3	逵	
162724	58836	E5D4	逶	
162725	58837	E5D5	逭	
162726	58838	E5D6	逯	
162727	58839	E5D7	遄	
162730	58840	E5D8	遑	
162731	58841	E5D9	遒	
162732	58842	E5DA	遐	
162733	58843	E5DB	遨	
162734	58844	E5DC	遘	
162735	58845	E5DD	遢	
162736	58846	E5DE	遛	
162737	58847	E5DF	暹	
162740	58848	E5E0	遴	
162741	58849	E5E1	遽	
162742	58850	E5E2	邂	
162743	58851	E5E3	邈	
162744	58852	E5E4	邃	
162745	58853	E5E5	邋	
162746	58854	E5E6	彐	
162747	58855	E5E7	彗	
162750	58856	E5E8	彖	
162751	58857	E5E9	彘	
162752	58858	E5EA	尻	
162753	58859	E5EB	咫	
162754	58860	E5EC	屐	
162755	58861	E5ED	屙	
162756	58862	E5EE	孱	
162757	58863	E5EF	屣	
162760	58864	E5F0	屦	
162761	58865	E5F1	羼	
162762	58866	E5F2	弪	
162763	58867	E5F3	弩	
162764	58868	E5F4	弭	
162765	58869	E5F5	艴	
162766	58870	E5F6	弼	
162767	58871	E5F7	鬻	
162770	58872	E5F8	屮	
162771	58873	E5F9	妁	
162772	58874	E5FA	妃	
162773	58875	E5FB	妍	
162774	58876	E5FC	妩	
162775	58877	E5FD	妪	
162776	58878	E5FE	妣	
163241	59041	E6A1	妗	
163242	59042	E6A2	姊	
163243	59043	E6A3	妫	
163244	59044	E6A4	妞	
163245	59045	E6A5	妤	
163246	59046	E6A6	姒	
163247	59047	E6A7	妲	
163250	59048	E6A8	妯	
163251	59049	E6A9	姗	
163252	59050	E6AA	妾	
163253	59051	E6AB	娅	
163254	59052	E6AC	娆	
163255	59053	E6AD	姝	
163256	59054	E6AE	娈	
163257	59055	E6AF	姣	
163260	59056	E6B0	姘	
163261	59057	E6B1	姹	
163262	59058	E6B2	娌	
163263	59059	E6B3	娉	
163264	59060	E6B4	娲	
163265	59061	E6B5	娴	
163266	59062	E6B6	娑	
163267	59063	E6B7	娣	
163270	59064	E6B8	娓	
163271	59065	E6B9	婀	
163272	59066	E6BA	婧	
163273	59067	E6BB	婊	
163274	59068	E6BC	婕	
163275	59069	E6BD	娼	
163276	59070	E6BE	婢	
163277	59071	E6BF	婵	
163300	59072	E6C0	胬	
163301	59073	E6C1	媪	
163302	59074	E6C2	媛	
163303	59075	E6C3	婷	
163304	59076	E6C4	婺	
163305	59077	E6C5	媾	
163306	59078	E6C6	嫫	
163307	59079	E6C7	媲	
163310	59080	E6C8	嫒	
163311	59081	E6C9	嫔	
163312	59082	E6CA	媸	
163313	59083	E6CB	嫠	
163314	59084	E6CC	嫣	
163315	59085	E6CD	嫱	
163316	59086	E6CE	嫖	
163317	59087	E6CF	嫦	
163320	59088	E6D0	嫘	
163321	59089	E6D1	嫜	
163322	59090	E6D2	嬉	
163323	59091	E6D3	嬗	
163324	59092	E6D4	嬖	
163325	59093	E6D5	嬲	
163326	59094	E6D6	嬷	
163327	59095	E6D7	孀	
163330	59096	E6D8	尕	
163331	59097	E6D9	尜	
163332	59098	E6DA	孚	
163333	59099	E6DB	孥	
163334	59100	E6DC	孳	
163335	59101	E6DD	孑	
163336	59102	E6DE	孓	
163337	59103	E6DF	孢	
163340	59104	E6E0	驵	
163341	59105	E6E1	驷	
163342	59106	E6E2	驸	
163343	59107	E6E3	驺	
163344	59108	E6E4	驿	
163345	59109	E6E5	驽	
163346	59110	E6E6	骀	
163347	59111	E6E7	骁	
163350	59112	E6E8	骅	
163351	59113	E6E9	骈	
163352	59114	E6EA	骊	
163353	59115	E6EB	骐	
163354	59116	E6EC	骒	
163355	59117	E6ED	骓	
163356	59118	E6EE	骖	
163357	59119	E6EF	骘	
163360	59120	E6F0	骛	
163361	59121	E6F1	骜	
163362	59122	E6F2	骝	
163363	59123	E6F3	骟	
163364	59124	E6F4	骠	
163365	59125	E6F5	骢	
163366	59126	E6F6	骣	
163367	59127	E6F7	骥	
163370	59128	E6F8	骧	
163371	59129	E6F9	纟	
163372	59130	E6FA	纡	
163373	59131	E6FB	纣	
163374	59132	E6FC	纥	
163375	59133	E6FD	纨	
163376	59134	E6FE	纩	
163641	59297	E7A1	纭	
163642	59298	E7A2	纰	
163643	59299	E7A3	纾	
163644	59300	E7A4	绀	
163645	59301	E7A5	绁	
163646	59302	E7A6	绂	
163647	59303	E7A7	绉	
163650	59304	E7A8	绋	
163651	59305	E7A9	绌	
163652	59306	E7AA	绐	
163653	59307	E7AB	绔	
163654	59308	E7AC	绗	
163655	59309	E7AD	绛	
163656	59310	E7AE	绠	
163657	59311	E7AF	绡	
163660	59312	E7B0	绨	
163661	59313	E7B1	绫	
163662	59314	E7B2	绮	
163663	59315	E7B3	绯	
163664	59316	E7B4	绱	
163665	59317	E7B5	绲	
163666	59318	E7B6	缍	
163667	59319	E7B7	绶	
163670	59320	E7B8	绺	
163671	59321	E7B9	绻	
163672	59322	E7BA	绾	
163673	59323	E7BB	缁	
163674	59324	E7BC	缂	
163675	59325	E7BD	缃	
163676	59326	E7BE	缇	
163677	59327	E7BF	缈	
163700	59328	E7C0	缋	
163701	59329	E7C1	缌	
163702	59330	E7C2	缏	
163703	59331	E7C3	缑	
163704	59332	E7C4	缒	
163705	59333	E7C5	缗	
163706	59334	E7C6	缙	
163707	59335	E7C7	缜	
163710	59336	E7C8	缛	
163711	59337	E7C9	缟	
163712	59338	E7CA	缡	
163713	59339	E7CB	缢	
163714	59340	E7CC	缣	
163715	59341	E7CD	缤	
163716	59342	E7CE	缥	
163717	59343	E7CF	缦	
163720	59344	E7D0	缧	
163721	59345	E7D1	缪	
163722	59346	E7D2	缫	
163723	59347	E7D3	缬	
163724	59348	E7D4	缭	
163725	59349	E7D5	缯	
163726	59350	E7D6	缰	
163727	59351	E7D7	缱	
163730	59352	E7D8	缲	
163731	59353	E7D9	缳	
163732	59354	E7DA	缵	
163733	59355	E7DB	幺	
163734	59356	E7DC	畿	
163735	59357	E7DD	巛	
163736	59358	E7DE	甾	
163737	59359	E7DF	邕	
163740	59360	E7E0	玎	
163741	59361	E7E1	玑	
163742	59362	E7E2	玮	
163743	59363	E7E3	玢	
163744	59364	E7E4	玟	
163745	59365	E7E5	珏	
163746	59366	E7E6	珂	
163747	59367	E7E7	珑	
163750	59368	E7E8	玷	
163751	59369	E7E9	玳	
163752	59370	E7EA	珀	
163753	59371	E7EB	珉	
163754	59372	E7EC	珈	
163755	59373	E7ED	珥	
163756	59374	E7EE	珙	
163757	59375	E7EF	顼	
163760	59376	E7F0	琊	
163761	59377	E7F1	珩	
163762	59378	E7F2	珧	
163763	59379	E7F3	珞	
163764	59380	E7F4	玺	
163765	59381	E7F5	珲	
163766	59382	E7F6	琏	
163767	59383	E7F7	琪	
163770	59384	E7F8	瑛	
163771	59385	E7F9	琦	
163772	59386	E7FA	琥	
163773	59387	E7FB	琨	
163774	59388	E7FC	琰	
163775	59389	E7FD	琮	
163776	59390	E7FE	琬	
164241	59553	E8A1	琛	
164242	59554	E8A2	琚	
164243	59555	E8A3	瑁	
164244	59556	E8A4	瑜	
164245	59557	E8A5	瑗	
164246	59558	E8A6	瑕	
164247	59559	E8A7	瑙	
164250	59560	E8A8	瑷	
164251	59561	E8A9	瑭	
164252	59562	E8AA	瑾	
164253	59563	E8AB	璜	
164254	59564	E8AC	璎	
164255	59565	E8AD	璀	
164256	59566	E8AE	璁	
164257	59567	E8AF	璇	
164260	59568	E8B0	璋	
164261	59569	E8B1	璞	
164262	59570	E8B2	璨	
164263	59571	E8B3	璩	
164264	59572	E8B4	璐	
164265	59573	E8B5	璧	
164266	59574	E8B6	瓒	
164267	59575	E8B7	璺	
164270	59576	E8B8	韪	
164271	59577	E8B9	韫	
164272	59578	E8BA	韬	
164273	59579	E8BB	杌	
164274	59580	E8BC	杓	
164275	59581	E8BD	杞	
164276	59582	E8BE	杈	
164277	59583	E8BF	杩	
164300	59584	E8C0	枥	
164301	59585	E8C1	枇	
164302	59586	E8C2	杪	
164303	59587	E8C3	杳	
164304	59588	E8C4	枘	
164305	59589	E8C5	枧	
164306	59590	E8C6	杵	
164307	59591	E8C7	枨	
164310	59592	E8C8	枞	
164311	59593	E8C9	枭	
164312	59594	E8CA	枋	
164313	59595	E8CB	杷	
164314	59596	E8CC	杼	
164315	59597	E8CD	柰	
164316	59598	E8CE	栉	
164317	59599	E8CF	柘	
164320	59600	E8D0	栊	
164321	59601	E8D1	柩	
164322	59602	E8D2	枰	
164323	59603	E8D3	栌	
164324	59604	E8D4	柙	
164325	59605	E8D5	枵	
164326	59606	E8D6	柚	
164327	59607	E8D7	枳	
164330	59608	E8D8	柝	
164331	59609	E8D9	栀	
164332	59610	E8DA	柃	
164333	59611	E8DB	枸	
164334	59612	E8DC	柢	
164335	59613	E8DD	栎	
164336	59614	E8DE	柁	
164337	59615	E8DF	柽	
164340	59616	E8E0	栲	
164341	59617	E8E1	栳	
164342	59618	E8E2	桠	
164343	59619	E8E3	桡	
164344	59620	E8E4	桎	
164345	59621	E8E5	桢	
164346	59622	E8E6	桄	
164347	59623	E8E7	桤	
164350	59624	E8E8	梃	
164351	59625	E8E9	栝	
164352	59626	E8EA	桕	
164353	59627	E8EB	桦	
164354	59628	E8EC	桁	
164355	59629	E8ED	桧	
164356	59630	E8EE	桀	
164357	59631	E8EF	栾	
164360	59632	E8F0	桊	
164361	59633	E8F1	桉	
164362	59634	E8F2	栩	
164363	59635	E8F3	梵	
164364	59636	E8F4	梏	
164365	59637	E8F5	桴	
164366	59638	E8F6	桷	
164367	59639	E8F7	梓	
164370	59640	E8F8	桫	
164371	59641	E8F9	棂	
164372	59642	E8FA	楮	
164373	59643	E8FB	棼	
164374	59644	E8FC	椟	
164375	59645	E8FD	椠	
164376	59646	E8FE	棹	
164641	59809	E9A1	椤	
164642	59810	E9A2	棰	
164643	59811	E9A3	椋	
164644	59812	E9A4	椁	
164645	59813	E9A5	楗	
164646	59814	E9A6	棣	
164647	59815	E9A7	椐	
164650	59816	E9A8	楱	
164651	59817	E9A9	椹	
164652	59818	E9AA	楠	
164653	59819	E9AB	楂	
164654	59820	E9AC	楝	
164655	59821	E9AD	榄	
164656	59822	E9AE	楫	
164657	59823	E9AF	榀	
164660	59824	E9B0	榘	
164661	59825	E9B1	楸	
164662	59826	E9B2	椴	
164663	59827	E9B3	槌	
164664	59828	E9B4	榇	
164665	59829	E9B5	榈	
164666	59830	E9B6	槎	
164667	59831	E9B7	榉	
164670	59832	E9B8	楦	
164671	59833	E9B9	楣	
164672	59834	E9BA	楹	
164673	59835	E9BB	榛	
164674	59836	E9BC	榧	
164675	59837	E9BD	榻	
164676	59838	E9BE	榫	
164677	59839	E9BF	榭	
164700	59840	E9C0	槔	
164701	59841	E9C1	榱	
164702	59842	E9C2	槁	
164703	59843	E9C3	槊	
164704	59844	E9C4	槟	
164705	59845	E9C5	榕	
164706	59846	E9C6	槠	
164707	59847	E9C7	榍	
164710	59848	E9C8	槿	
164711	59849	E9C9	樯	
164712	59850	E9CA	槭	
164713	59851	E9CB	樗	
164714	59852	E9CC	樘	
164715	59853	E9CD	橥	
164716	59854	E9CE	槲	
164717	59855	E9CF	橄	
164720	59856	E9D0	樾	
164721	59857	E9D1	檠	
164722	59858	E9D2	橐	
164723	59859	E9D3	橛	
164724	59860	E9D4	樵	
164725	59861	E9D5	檎	
164726	59862	E9D6	橹	
164727	59863	E9D7	樽	
164730	59864	E9D8	樨	
164731	59865	E9D9	橘	
164732	59866	E9DA	橼	
164733	59867	E9DB	檑	
164734	59868	E9DC	檐	
164735	59869	E9DD	檩	
164736	59870	E9DE	檗	
164737	59871	E9DF	檫	
164740	59872	E9E0	猷	
164741	59873	E9E1	獒	
164742	59874	E9E2	殁	
164743	59875	E9E3	殂	
164744	59876	E9E4	殇	
164745	59877	E9E5	殄	
164746	59878	E9E6	殒	
164747	59879	E9E7	殓	
164750	59880	E9E8	殍	
164751	59881	E9E9	殚	
164752	59882	E9EA	殛	
164753	59883	E9EB	殡	
164754	59884	E9EC	殪	
164755	59885	E9ED	轫	
164756	59886	E9EE	轭	
164757	59887	E9EF	轱	
164760	59888	E9F0	轲	
164761	59889	E9F1	轳	
164762	59890	E9F2	轵	
164763	59891	E9F3	轶	
164764	59892	E9F4	轸	
164765	59893	E9F5	轷	
164766	59894	E9F6	轹	
164767	59895	E9F7	轺	
164770	59896	E9F8	轼	
164771	59897	E9F9	轾	
164772	59898	E9FA	辁	
164773	59899	E9FB	辂	
164774	59900	E9FC	辄	
164775	59901	E9FD	辇	
164776	59902	E9FE	辋	
165241	60065	EAA1	辍	
165242	60066	EAA2	辎	
165243	60067	EAA3	辏	
165244	60068	EAA4	辘	
165245	60069	EAA5	辚	
165246	60070	EAA6	軎	
165247	60071	EAA7	戋	
165250	60072	EAA8	戗	
165251	60073	EAA9	戛	
165252	60074	EAAA	戟	
165253	60075	EAAB	戢	
165254	60076	EAAC	戡	
165255	60077	EAAD	戥	
165256	60078	EAAE	戤	
165257	60079	EAAF	戬	
165260	60080	EAB0	臧	
165261	60081	EAB1	瓯	
165262	60082	EAB2	瓴	
165263	60083	EAB3	瓿	
165264	60084	EAB4	甏	
165265	60085	EAB5	甑	
165266	60086	EAB6	甓	
165267	60087	EAB7	攴	
165270	60088	EAB8	旮	
165271	60089	EAB9	旯	
165272	60090	EABA	旰	
165273	60091	EABB	昊	
165274	60092	EABC	昙	
165275	60093	EABD	杲	
165276	60094	EABE	昃	
165277	60095	EABF	昕	
165300	60096	EAC0	昀	
165301	60097	EAC1	炅	
165302	60098	EAC2	曷	
165303	60099	EAC3	昝	
165304	60100	EAC4	昴	
165305	60101	EAC5	昱	
165306	60102	EAC6	昶	
165307	60103	EAC7	昵	
165310	60104	EAC8	耆	
165311	60105	EAC9	晟	
165312	60106	EACA	晔	
165313	60107	EACB	晁	
165314	60108	EACC	晏	
165315	60109	EACD	晖	
165316	60110	EACE	晡	
165317	60111	EACF	晗	
165320	60112	EAD0	晷	
165321	60113	EAD1	暄	
165322	60114	EAD2	暌	
165323	60115	EAD3	暧	
165324	60116	EAD4	暝	
165325	60117	EAD5	暾	
165326	60118	EAD6	曛	
165327	60119	EAD7	曜	
165330	60120	EAD8	曦	
165331	60121	EAD9	曩	
165332	60122	EADA	贲	
165333	60123	EADB	贳	
165334	60124	EADC	贶	
165335	60125	EADD	贻	
165336	60126	EADE	贽	
165337	60127	EADF	赀	
165340	60128	EAE0	赅	
165341	60129	EAE1	赆	
165342	60130	EAE2	赈	
165343	60131	EAE3	赉	
165344	60132	EAE4	赇	
165345	60133	EAE5	赍	
165346	60134	EAE6	赕	
165347	60135	EAE7	赙	
165350	60136	EAE8	觇	
165351	60137	EAE9	觊	
165352	60138	EAEA	觋	
165353	60139	EAEB	觌	
165354	60140	EAEC	觎	
165355	60141	EAED	觏	
165356	60142	EAEE	觐	
165357	60143	EAEF	觑	
165360	60144	EAF0	牮	
165361	60145	EAF1	犟	
165362	60146	EAF2	牝	
165363	60147	EAF3	牦	
165364	60148	EAF4	牯	
165365	60149	EAF5	牾	
165366	60150	EAF6	牿	
165367	60151	EAF7	犄	
165370	60152	EAF8	犋	
165371	60153	EAF9	犍	
165372	60154	EAFA	犏	
165373	60155	EAFB	犒	
165374	60156	EAFC	挈	
165375	60157	EAFD	挲	
165376	60158	EAFE	掰	
165641	60321	EBA1	搿	
165642	60322	EBA2	擘	
165643	60323	EBA3	耄	
165644	60324	EBA4	毪	
165645	60325	EBA5	毳	
165646	60326	EBA6	毽	
165647	60327	EBA7	毵	
165650	60328	EBA8	毹	
165651	60329	EBA9	氅	
165652	60330	EBAA	氇	
165653	60331	EBAB	氆	
165654	60332	EBAC	氍	
165655	60333	EBAD	氕	
165656	60334	EBAE	氘	
165657	60335	EBAF	氙	
165660	60336	EBB0	氚	
165661	60337	EBB1	氡	
165662	60338	EBB2	氩	
165663	60339	EBB3	氤	
165664	60340	EBB4	氪	
165665	60341	EBB5	氲	
165666	60342	EBB6	攵	
165667	60343	EBB7	敕	
165670	60344	EBB8	敫	
165671	60345	EBB9	牍	
165672	60346	EBBA	牒	
165673	60347	EBBB	牖	
165674	60348	EBBC	爰	
165675	60349	EBBD	虢	
165676	60350	EBBE	刖	
165677	60351	EBBF	肟	
165700	60352	EBC0	肜	
165701	60353	EBC1	肓	
165702	60354	EBC2	肼	
165703	60355	EBC3	朊	
165704	60356	EBC4	肽	
165705	60357	EBC5	肱	
165706	60358	EBC6	肫	
165707	60359	EBC7	肭	
165710	60360	EBC8	肴	
165711	60361	EBC9	肷	
165712	60362	EBCA	胧	
165713	60363	EBCB	胨	
165714	60364	EBCC	胩	
165715	60365	EBCD	胪	
165716	60366	EBCE	胛	
165717	60367	EBCF	胂	
165720	60368	EBD0	胄	
165721	60369	EBD1	胙	
165722	60370	EBD2	胍	
165723	60371	EBD3	胗	
165724	60372	EBD4	朐	
165725	60373	EBD5	胝	
165726	60374	EBD6	胫	
165727	60375	EBD7	胱	
165730	60376	EBD8	胴	
165731	60377	EBD9	胭	
165732	60378	EBDA	脍	
165733	60379	EBDB	脎	
165734	60380	EBDC	胲	
165735	60381	EBDD	胼	
165736	60382	EBDE	朕	
165737	60383	EBDF	脒	
165740	60384	EBE0	豚	
165741	60385	EBE1	脶	
165742	60386	EBE2	脞	
165743	60387	EBE3	脬	
165744	60388	EBE4	脘	
165745	60389	EBE5	脲	
165746	60390	EBE6	腈	
165747	60391	EBE7	腌	
165750	60392	EBE8	腓	
165751	60393	EBE9	腴	
165752	60394	EBEA	腙	
165753	60395	EBEB	腚	
165754	60396	EBEC	腱	
165755	60397	EBED	腠	
165756	60398	EBEE	腩	
165757	60399	EBEF	腼	
165760	60400	EBF0	腽	
165761	60401	EBF1	腭	
165762	60402	EBF2	腧	
165763	60403	EBF3	塍	
165764	60404	EBF4	媵	
165765	60405	EBF5	膈	
165766	60406	EBF6	膂	
165767	60407	EBF7	膑	
165770	60408	EBF8	滕	
165771	60409	EBF9	膣	
165772	60410	EBFA	膪	
165773	60411	EBFB	臌	
165774	60412	EBFC	朦	
165775	60413	EBFD	臊	
165776	60414	EBFE	膻	
166241	60577	ECA1	臁	
166242	60578	ECA2	膦	
166243	60579	ECA3	欤	
166244	60580	ECA4	欷	
166245	60581	ECA5	欹	
166246	60582	ECA6	歃	
166247	60583	ECA7	歆	
166250	60584	ECA8	歙	
166251	60585	ECA9	飑	
166252	60586	ECAA	飒	
166253	60587	ECAB	飓	
166254	60588	ECAC	飕	
166255	60589	ECAD	飙	
166256	60590	ECAE	飚	
166257	60591	ECAF	殳	
166260	60592	ECB0	彀	
166261	60593	ECB1	毂	
166262	60594	ECB2	觳	
166263	60595	ECB3	斐	
166264	60596	ECB4	齑	
166265	60597	ECB5	斓	
166266	60598	ECB6	於	
166267	60599	ECB7	旆	
166270	60600	ECB8	旄	
166271	60601	ECB9	旃	
166272	60602	ECBA	旌	
166273	60603	ECBB	旎	
166274	60604	ECBC	旒	
166275	60605	ECBD	旖	
166276	60606	ECBE	炀	
166277	60607	ECBF	炜	
166300	60608	ECC0	炖	
166301	60609	ECC1	炝	
166302	60610	ECC2	炻	
166303	60611	ECC3	烀	
166304	60612	ECC4	炷	
166305	60613	ECC5	炫	
166306	60614	ECC6	炱	
166307	60615	ECC7	烨	
166310	60616	ECC8	烊	
166311	60617	ECC9	焐	
166312	60618	ECCA	焓	
166313	60619	ECCB	焖	
166314	60620	ECCC	焯	
166315	60621	ECCD	焱	
166316	60622	ECCE	煳	
166317	60623	ECCF	煜	
166320	60624	ECD0	煨	
166321	60625	ECD1	煅	
166322	60626	ECD2	煲	
166323	60627	ECD3	煊	
166324	60628	ECD4	煸	
166325	60629	ECD5	煺	
166326	60630	ECD6	熘	
166327	60631	ECD7	熳	
166330	60632	ECD8	熵	
166331	60633	ECD9	熨	
166332	60634	ECDA	熠	
166333	60635	ECDB	燠	
166334	60636	ECDC	燔	
166335	60637	ECDD	燧	
166336	60638	ECDE	燹	
166337	60639	ECDF	爝	
166340	60640	ECE0	爨	
166341	60641	ECE1	灬	
166342	60642	ECE2	焘	
166343	60643	ECE3	煦	
166344	60644	ECE4	熹	
166345	60645	ECE5	戾	
166346	60646	ECE6	戽	
166347	60647	ECE7	扃	
166350	60648	ECE8	扈	
166351	60649	ECE9	扉	
166352	60650	ECEA	礻	
166353	60651	ECEB	祀	
166354	60652	ECEC	祆	
166355	60653	ECED	祉	
166356	60654	ECEE	祛	
166357	60655	ECEF	祜	
166360	60656	ECF0	祓	
166361	60657	ECF1	祚	
166362	60658	ECF2	祢	
166363	60659	ECF3	祗	
